A,Ca,Ce,D,I,V,class,project
0.23,17.0,28.0,0.15,0.62,1.0,org.apache.ivy.core.cache.ParserSettingsMonitor,ivy
0.23,17.0,28.0,0.15,0.62,1.0,org.apache.ivy.core.cache.ParserSettingsMonitor$1,ivy
0.5,2.0,10.0,0.33,0.83,1.0,org.apache.ivy.core.check.CheckEngineSettings,ivy
0.5,2.0,10.0,0.33,0.83,1.0,org.apache.ivy.core.check.CheckEngine,ivy
0.4,3.0,15.0,0.23,0.83,1.0,org.apache.ivy.core.deliver.DeliverEngineSettings,ivy
0.4,3.0,15.0,0.23,0.83,1.0,org.apache.ivy.core.deliver.PublishingDependencyRevisionResolver,ivy
0.4,3.0,15.0,0.23,0.83,1.0,org.apache.ivy.core.deliver.DefaultPublishingDRResolver,ivy
0.4,3.0,15.0,0.23,0.83,1.0,org.apache.ivy.core.deliver.DeliverEngine,ivy
0.4,3.0,15.0,0.23,0.83,1.0,org.apache.ivy.core.deliver.DeliverOptions,ivy
0.14,17.0,10.0,0.49,0.37,1.0,org.apache.ivy.core.event.IvyListener,ivy
0.14,17.0,10.0,0.49,0.37,1.0,org.apache.ivy.core.event.EventManager,ivy
0.14,17.0,10.0,0.49,0.37,1.0,org.apache.ivy.core.event.FilteredIvyListener,ivy
0.14,17.0,10.0,0.49,0.37,1.0,org.apache.ivy.core.event.IvyEvent,ivy
0.14,17.0,10.0,0.49,0.37,1.0,org.apache.ivy.core.event.IvyEventFilter,ivy
0.14,17.0,10.0,0.49,0.37,1.0,org.apache.ivy.core.event.IvyEventFilter$1,ivy
0.14,17.0,10.0,0.49,0.37,1.0,org.apache.ivy.core.event.IvyEventFilter$2,ivy
0.2,2.0,7.0,0.02,0.78,1.0,org.apache.ivy.core.event.download.DownloadEvent,ivy
0.2,2.0,7.0,0.02,0.78,1.0,org.apache.ivy.core.event.download.EndArtifactDownloadEvent,ivy
0.2,2.0,7.0,0.02,0.78,1.0,org.apache.ivy.core.event.download.NeedArtifactEvent,ivy
0.2,2.0,7.0,0.02,0.78,1.0,org.apache.ivy.core.event.download.PrepareDownloadEvent,ivy
0.2,2.0,7.0,0.02,0.78,1.0,org.apache.ivy.core.event.download.StartArtifactDownloadEvent,ivy
0.33,1.0,5.0,0.17,0.83,1.0,org.apache.ivy.core.event.publish.PublishEvent,ivy
0.33,1.0,5.0,0.17,0.83,1.0,org.apache.ivy.core.event.publish.EndArtifactPublishEvent,ivy
0.33,1.0,5.0,0.17,0.83,1.0,org.apache.ivy.core.event.publish.StartArtifactPublishEvent,ivy
0.0,1.0,8.0,0.11,0.89,1.0,org.apache.ivy.core.event.resolve.EndResolveDependencyEvent,ivy
0.0,1.0,8.0,0.11,0.89,1.0,org.apache.ivy.core.event.resolve.EndResolveEvent,ivy
0.0,1.0,8.0,0.11,0.89,1.0,org.apache.ivy.core.event.resolve.ResolveDependencyEvent,ivy
0.0,1.0,8.0,0.11,0.89,1.0,org.apache.ivy.core.event.resolve.ResolveEvent,ivy
0.0,1.0,8.0,0.11,0.89,1.0,org.apache.ivy.core.event.resolve.StartResolveDependencyEvent,ivy
0.0,1.0,8.0,0.11,0.89,1.0,org.apache.ivy.core.event.resolve.StartResolveEvent,ivy
0.0,1.0,7.0,0.12,0.88,1.0,org.apache.ivy.core.event.retrieve.EndRetrieveArtifactEvent,ivy
0.0,1.0,7.0,0.12,0.88,1.0,org.apache.ivy.core.event.retrieve.EndRetrieveEvent,ivy
0.0,1.0,7.0,0.12,0.88,1.0,org.apache.ivy.core.event.retrieve.RetrieveArtifactEvent,ivy
0.0,1.0,7.0,0.12,0.88,1.0,org.apache.ivy.core.event.retrieve.RetrieveEvent,ivy
0.0,1.0,7.0,0.12,0.88,1.0,org.apache.ivy.core.event.retrieve.StartRetrieveArtifactEvent,ivy
0.0,1.0,7.0,0.12,0.88,1.0,org.apache.ivy.core.event.retrieve.StartRetrieveEvent,ivy
0.33,3.0,17.0,0.18,0.85,1.0,org.apache.ivy.core.install.InstallEngineSettings,ivy
0.33,3.0,17.0,0.18,0.85,1.0,org.apache.ivy.core.install.InstallEngine,ivy
0.33,3.0,17.0,0.18,0.85,1.0,org.apache.ivy.core.install.InstallOptions,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.AbstractArtifact,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.Artifact,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.ConfigurationAware,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DependencyArtifactDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DependencyDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DependencyDescriptorMediator,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.ExcludeRule,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.ExtendsDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.IncludeRule,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.InheritableItem,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.ModuleDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.Configuration,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.Configuration$Visibility,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.ConfigurationGroup,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.ConfigurationIntersection,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DefaultArtifact,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DefaultDependencyArtifactDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DefaultExcludeRule,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DefaultExtendsDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DefaultIncludeRule,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.ExtraInfoHolder,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.License,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.MDArtifact,ivy
0.44,38.0,18.0,0.23,0.32,1.0,org.apache.ivy.core.module.descriptor.OverrideDependencyDescriptorMediator,ivy
0.0,34.0,11.0,0.76,0.24,1.0,org.apache.ivy.core.module.id.ArtifactId,ivy
0.0,34.0,11.0,0.76,0.24,1.0,org.apache.ivy.core.module.id.ArtifactRevisionId,ivy
0.0,34.0,11.0,0.76,0.24,1.0,org.apache.ivy.core.module.id.MatcherLookup,ivy
0.0,34.0,11.0,0.76,0.24,1.0,org.apache.ivy.core.module.id.ModuleId,ivy
0.0,34.0,11.0,0.76,0.24,1.0,org.apache.ivy.core.module.id.ModuleRevisionId,ivy
0.0,34.0,11.0,0.76,0.24,1.0,org.apache.ivy.core.module.id.ModuleRules,ivy
0.0,10.0,5.0,0.67,0.33,1.0,org.apache.ivy.core.module.status.Status,ivy
0.0,10.0,5.0,0.67,0.33,1.0,org.apache.ivy.core.module.status.StatusManager,ivy
0.29,2.0,8.0,0.09,0.8,1.0,org.apache.ivy.core.pack.ArchivePacking,ivy
0.29,2.0,8.0,0.09,0.8,1.0,org.apache.ivy.core.pack.StreamPacking,ivy
0.29,2.0,8.0,0.09,0.8,1.0,org.apache.ivy.core.pack.OsgiBundlePacking,ivy
0.29,2.0,8.0,0.09,0.8,1.0,org.apache.ivy.core.pack.Pack200Packing,ivy
0.29,2.0,8.0,0.09,0.8,1.0,org.apache.ivy.core.pack.PackagingManager,ivy
0.29,2.0,8.0,0.09,0.8,1.0,org.apache.ivy.core.pack.PackingRegistry,ivy
0.29,2.0,8.0,0.09,0.8,1.0,org.apache.ivy.core.pack.ZipPacking,ivy
0.33,3.0,16.0,0.18,0.84,1.0,org.apache.ivy.core.publish.PublishEngineSettings,ivy
0.33,3.0,16.0,0.18,0.84,1.0,org.apache.ivy.core.publish.PublishEngine,ivy
0.33,3.0,16.0,0.18,0.84,1.0,org.apache.ivy.core.publish.PublishOptions,ivy
0.0,16.0,12.0,0.57,0.43,1.0,org.apache.ivy.core.report.ArtifactDownloadReport,ivy
0.0,16.0,12.0,0.57,0.43,1.0,org.apache.ivy.core.report.ConfigurationResolveReport,ivy
0.0,16.0,12.0,0.57,0.43,1.0,org.apache.ivy.core.report.DownloadReport,ivy
0.0,16.0,12.0,0.57,0.43,1.0,org.apache.ivy.core.report.DownloadStatus,ivy
0.0,16.0,12.0,0.57,0.43,1.0,org.apache.ivy.core.report.MetadataArtifactDownloadReport,ivy
0.0,16.0,12.0,0.57,0.43,1.0,org.apache.ivy.core.report.ResolveReport,ivy
0.33,2.0,11.0,0.18,0.85,1.0,org.apache.ivy.core.repository.RepositoryManagementEngineSettings,ivy
0.33,2.0,11.0,0.18,0.85,1.0,org.apache.ivy.core.repository.RepositoryManagementEngine,ivy
0.33,2.0,11.0,0.18,0.85,1.0,org.apache.ivy.core.repository.RepositoryManagementEngine$1,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.ResolveEngineSettings,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.DownloadOptions,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNode,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeBlacklist,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeCallers,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeCallers$Caller,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeEviction,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeEviction$EvictionData,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeEviction$ModuleIdConf,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeUsage,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeUsage$Depender,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.IvyNodeUsage$NodeConf,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.ResolveData,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.ResolveEngine,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.ResolveOptions,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.ResolveProcessException,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.ResolvedModuleRevision,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.RestartResolveProcess,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.VisitData,ivy
0.05,22.0,26.0,0.41,0.54,1.0,org.apache.ivy.core.resolve.VisitNode,ivy
0.33,4.0,18.0,0.15,0.82,1.0,org.apache.ivy.core.retrieve.FileNameMapper,ivy
0.33,4.0,18.0,0.15,0.82,1.0,org.apache.ivy.core.retrieve.RetrieveEngineSettings,ivy
0.33,4.0,18.0,0.15,0.82,1.0,org.apache.ivy.core.retrieve.RetrieveEngine,ivy
0.33,4.0,18.0,0.15,0.82,1.0,org.apache.ivy.core.retrieve.RetrieveEngine$1,ivy
0.33,4.0,18.0,0.15,0.82,1.0,org.apache.ivy.core.retrieve.RetrieveOptions,ivy
0.33,4.0,18.0,0.15,0.82,1.0,org.apache.ivy.core.retrieve.RetrieveReport,ivy
0.0,6.0,8.0,0.43,0.57,1.0,org.apache.ivy.core.search.ModuleEntry,ivy
0.0,6.0,8.0,0.43,0.57,1.0,org.apache.ivy.core.search.OrganisationEntry,ivy
0.0,6.0,8.0,0.43,0.57,1.0,org.apache.ivy.core.search.RevisionEntry,ivy
0.0,6.0,8.0,0.43,0.57,1.0,org.apache.ivy.core.search.SearchEngine,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvyVariableContainer,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.Validatable,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvyPattern,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvySettings,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvySettings$1,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvySettings$2,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvySettings$3,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvySettings$4,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvySettings$ModuleSettings,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.IvyVariableContainerImpl,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.XmlSettingsParser,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.XmlSettingsParser$1,ivy
0.15,21.0,41.0,0.18,0.66,1.0,org.apache.ivy.core.settings.XmlSettingsParser$IvyVariableContainerWrapper,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.MessageBasedNonMatchingVersionReporter,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.NonMatchingVersionReporter,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.SortEngineSettings,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.CollectionOfModulesToSort,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.ModuleDescriptorSorter,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.ModuleInSort,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.SilentNonMatchingVersionReporter,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.SimpleSortEngineSettings,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.SortEngine,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.SortOptions,ivy
0.27,6.0,9.0,0.13,0.6,1.0,org.apache.ivy.core.sort.WarningNonMatchingVersionReporter,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.BundleArtifact,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.BundleCapability,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.BundleInfo,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.BundleInfoAdapter,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.BundleInfoAdapter$ProfileNotFoundException,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.BundleRequirement,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.ExecutionEnvironmentProfile,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.ExecutionEnvironmentProfileProvider,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.ExportPackage,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.ManifestHeaderElement,ivy
0.0,8.0,20.0,0.29,0.71,1.0,org.apache.ivy.osgi.core.ManifestHeaderValue,ivy
